"","activity"
"5032","SITTING"
"5033","SITTING"
"5034","SITTING"
"5035","SITTING"
"5036","SITTING"
"5037","SITTING"
"5038","SITTING"
"5039","SITTING"
"5040","SITTING"
"5041","SITTING"
"5042","SITTING"
"5043","SITTING"
"5044","SITTING"
"5045","SITTING"
"5046","SITTING"
"5047","SITTING"
"5048","SITTING"
"5049","SITTING"
"5050","SITTING"
"5051","SITTING"
"5052","SITTING"
"5053","SITTING"
"5054","SITTING"
"5055","SITTING"
"5056","SITTING"
"5057","SITTING"
"5058","SITTING"
"5059","LAYING"
"5060","LAYING"
"5061","LAYING"
"5062","LAYING"
"5063","LAYING"
"5064","LAYING"
"5065","LAYING"
"5066","LAYING"
"5067","LAYING"
"5068","LAYING"
"5069","LAYING"
"5070","LAYING"
"5071","LAYING"
"5072","LAYING"
"5073","LAYING"
"5074","LAYING"
"5075","LAYING"
"5076","LAYING"
"5077","LAYING"
"5078","LAYING"
"5079","LAYING"
"5080","LAYING"
"5081","LAYING"
"5082","LAYING"
"5083","LAYING"
"5084","LAYING"
"5085","LAYING"
"5086","WALKING"
"5087","WALKING"
"5088","WALKING"
"5089","WALKING"
"5090","WALKING"
"5091","WALKING"
"5092","WALKING"
"5093","WALKING"
"5094","WALKING"
"5095","WALKING"
"5096","WALKING"
"5097","WALKING"
"5098","WALKING"
"5099","WALKING"
"5100","WALKING"
"5101","WALKING"
"5102","WALKING"
"5103","WALKING"
"5104","WALKING"
"5105","WALKING"
"5106","WALKING"
"5107","WALKING"
"5108","WALKING"
"5109","WALKING"
"5110","WALKING"
"5111","WALKING"
"5112","WALKING"
"5113","WALKING"
"5114","WALKING"
"5115","WALKING"
"5116","WALKING_DOWNSTAIRS"
"5117","WALKING_DOWNSTAIRS"
"5118","WALKING_DOWNSTAIRS"
"5119","WALKING_DOWNSTAIRS"
"5120","WALKING_DOWNSTAIRS"
"5121","WALKING_DOWNSTAIRS"
"5122","WALKING_DOWNSTAIRS"
"5123","WALKING_DOWNSTAIRS"
"5124","WALKING_DOWNSTAIRS"
"5125","WALKING_DOWNSTAIRS"
"5126","WALKING_DOWNSTAIRS"
"5127","WALKING_DOWNSTAIRS"
"5128","WALKING_DOWNSTAIRS"
"5129","WALKING_DOWNSTAIRS"
"5130","WALKING_DOWNSTAIRS"
"5131","WALKING_DOWNSTAIRS"
"5132","WALKING_DOWNSTAIRS"
"5133","WALKING_DOWNSTAIRS"
"5134","WALKING_DOWNSTAIRS"
"5135","WALKING_DOWNSTAIRS"
"5136","WALKING_DOWNSTAIRS"
"5137","WALKING_DOWNSTAIRS"
"5138","WALKING_DOWNSTAIRS"
"5139","WALKING_DOWNSTAIRS"
"5140","WALKING_UPSTAIRS"
"5141","WALKING_UPSTAIRS"
"5142","WALKING_UPSTAIRS"
"5143","WALKING_UPSTAIRS"
"5144","WALKING_UPSTAIRS"
"5145","WALKING_UPSTAIRS"
"5146","WALKING_UPSTAIRS"
"5147","WALKING_UPSTAIRS"
"5148","WALKING_UPSTAIRS"
"5149","WALKING_UPSTAIRS"
"5150","WALKING_UPSTAIRS"
"5151","WALKING_UPSTAIRS"
"5152","WALKING_UPSTAIRS"
"5153","WALKING_UPSTAIRS"
"5154","WALKING_UPSTAIRS"
"5155","WALKING_UPSTAIRS"
"5156","WALKING_UPSTAIRS"
"5157","WALKING_UPSTAIRS"
"5158","WALKING_UPSTAIRS"
"5159","WALKING_UPSTAIRS"
"5160","WALKING_UPSTAIRS"
"5161","WALKING_UPSTAIRS"
"5162","WALKING_UPSTAIRS"
"5163","WALKING_UPSTAIRS"
"5164","WALKING_UPSTAIRS"
"5165","WALKING_UPSTAIRS"
"5166","WALKING_UPSTAIRS"
"5167","WALKING_UPSTAIRS"
"5168","STANDING"
"5169","STANDING"
"5170","STANDING"
"5171","STANDING"
"5172","STANDING"
"5173","STANDING"
"5174","STANDING"
"5175","STANDING"
"5176","STANDING"
"5177","STANDING"
"5178","STANDING"
"5179","STANDING"
"5180","STANDING"
"5181","STANDING"
"5182","STANDING"
"5183","STANDING"
"5184","STANDING"
"5185","STANDING"
"5186","STANDING"
"5187","STANDING"
"5188","STANDING"
"5189","STANDING"
"5190","STANDING"
"5191","STANDING"
"5192","STANDING"
"5193","STANDING"
"5194","STANDING"
"5195","STANDING"
"5196","STANDING"
"5197","STANDING"
"5198","SITTING"
"5199","SITTING"
"5200","SITTING"
"5201","SITTING"
"5202","SITTING"
"5203","SITTING"
"5204","SITTING"
"5205","SITTING"
"5206","SITTING"
"5207","SITTING"
"5208","SITTING"
"5209","SITTING"
"5210","SITTING"
"5211","SITTING"
"5212","SITTING"
"5213","SITTING"
"5214","SITTING"
"5215","SITTING"
"5216","SITTING"
"5217","SITTING"
"5218","SITTING"
"5219","SITTING"
"5220","SITTING"
"5221","SITTING"
"5222","SITTING"
"5223","SITTING"
"5224","LAYING"
"5225","LAYING"
"5226","LAYING"
"5227","LAYING"
"5228","LAYING"
"5229","LAYING"
"5230","LAYING"
"5231","LAYING"
"5232","LAYING"
"5233","LAYING"
"5234","LAYING"
"5235","LAYING"
"5236","LAYING"
"5237","LAYING"
"5238","LAYING"
"5239","LAYING"
"5240","LAYING"
"5241","LAYING"
"5242","LAYING"
"5243","LAYING"
"5244","LAYING"
"5245","LAYING"
"5246","LAYING"
"5247","LAYING"
"5248","LAYING"
"5249","WALKING"
"5250","WALKING"
"5251","WALKING"
"5252","WALKING"
"5253","WALKING"
"5254","WALKING"
"5255","WALKING"
"5256","WALKING"
"5257","WALKING"
"5258","WALKING"
"5259","WALKING"
"5260","WALKING"
"5261","WALKING"
"5262","WALKING"
"5263","WALKING"
"5264","WALKING"
"5265","WALKING"
"5266","WALKING"
"5267","WALKING"
"5268","WALKING"
"5269","WALKING"
"5270","WALKING"
"5271","WALKING"
"5272","WALKING"
"5273","WALKING"
"5274","WALKING"
"5275","WALKING"
"5276","WALKING"
"5277","WALKING"
"5278","WALKING"
"5279","WALKING_DOWNSTAIRS"
"5280","WALKING_DOWNSTAIRS"
"5281","WALKING_DOWNSTAIRS"
"5282","WALKING_DOWNSTAIRS"
"5283","WALKING_DOWNSTAIRS"
"5284","WALKING_DOWNSTAIRS"
"5285","WALKING_DOWNSTAIRS"
"5286","WALKING_DOWNSTAIRS"
"5287","WALKING_DOWNSTAIRS"
"5288","WALKING_DOWNSTAIRS"
"5289","WALKING_DOWNSTAIRS"
"5290","WALKING_DOWNSTAIRS"
"5291","WALKING_DOWNSTAIRS"
"5292","WALKING_DOWNSTAIRS"
"5293","WALKING_DOWNSTAIRS"
"5294","WALKING_DOWNSTAIRS"
"5295","WALKING_DOWNSTAIRS"
"5296","WALKING_DOWNSTAIRS"
"5297","WALKING_DOWNSTAIRS"
"5298","WALKING_DOWNSTAIRS"
"5299","WALKING_DOWNSTAIRS"
"5300","WALKING_DOWNSTAIRS"
"5301","WALKING_DOWNSTAIRS"
"5302","WALKING_DOWNSTAIRS"
"5303","WALKING_UPSTAIRS"
"5304","WALKING_UPSTAIRS"
"5305","WALKING_UPSTAIRS"
"5306","WALKING_UPSTAIRS"
"5307","WALKING_UPSTAIRS"
"5308","WALKING_UPSTAIRS"
"5309","WALKING_UPSTAIRS"
"5310","WALKING_UPSTAIRS"
"5311","WALKING_UPSTAIRS"
"5312","WALKING_UPSTAIRS"
"5313","WALKING_UPSTAIRS"
"5314","WALKING_UPSTAIRS"
"5315","WALKING_UPSTAIRS"
"5316","WALKING_UPSTAIRS"
"5317","WALKING_UPSTAIRS"
"5318","WALKING_UPSTAIRS"
"5319","WALKING_UPSTAIRS"
"5320","WALKING_UPSTAIRS"
"5321","WALKING_UPSTAIRS"
"5322","WALKING_UPSTAIRS"
"5323","WALKING_UPSTAIRS"
"5324","WALKING_UPSTAIRS"
"5325","WALKING_UPSTAIRS"
"5326","WALKING_UPSTAIRS"
"5327","WALKING_UPSTAIRS"
"5328","WALKING_UPSTAIRS"
"5329","WALKING_UPSTAIRS"
"5330","STANDING"
"5331","STANDING"
"5332","STANDING"
"5333","STANDING"
"5334","STANDING"
"5335","STANDING"
"5336","STANDING"
"5337","STANDING"
"5338","STANDING"
"5339","STANDING"
"5340","STANDING"
"5341","STANDING"
"5342","STANDING"
"5343","STANDING"
"5344","STANDING"
"5345","STANDING"
"5346","STANDING"
"5347","STANDING"
"5348","STANDING"
"5349","STANDING"
"5350","STANDING"
"5351","STANDING"
"5352","STANDING"
"5353","STANDING"
"5354","STANDING"
"5355","STANDING"
"5356","STANDING"
"5357","STANDING"
"5358","STANDING"
"5359","STANDING"
"5360","SITTING"
"5361","SITTING"
"5362","SITTING"
"5363","SITTING"
"5364","SITTING"
"5365","SITTING"
"5366","SITTING"
"5367","SITTING"
"5368","SITTING"
"5369","SITTING"
"5370","SITTING"
"5371","SITTING"
"5372","SITTING"
"5373","SITTING"
"5374","SITTING"
"5375","SITTING"
"5376","SITTING"
"5377","SITTING"
"5378","SITTING"
"5379","SITTING"
"5380","SITTING"
"5381","SITTING"
"5382","SITTING"
"5383","SITTING"
"5384","SITTING"
"5385","SITTING"
"5386","SITTING"
"5387","SITTING"
"5388","LAYING"
"5389","LAYING"
"5390","LAYING"
"5391","LAYING"
"5392","LAYING"
"5393","LAYING"
"5394","LAYING"
"5395","LAYING"
"5396","LAYING"
"5397","LAYING"
"5398","LAYING"
"5399","LAYING"
"5400","LAYING"
"5401","LAYING"
"5402","LAYING"
"5403","LAYING"
"5404","LAYING"
"5405","LAYING"
"5406","LAYING"
"5407","LAYING"
"5408","LAYING"
"5409","LAYING"
"5410","LAYING"
"5411","LAYING"
"5412","LAYING"
"5413","LAYING"
"5414","WALKING"
"5415","WALKING"
"5416","WALKING"
"5417","WALKING"
"5418","WALKING"
"5419","WALKING"
"5420","WALKING"
"5421","WALKING"
"5422","WALKING"
"5423","WALKING"
"5424","WALKING"
"5425","WALKING"
"5426","WALKING"
"5427","WALKING"
"5428","WALKING"
"5429","WALKING"
"5430","WALKING"
"5431","WALKING"
"5432","WALKING"
"5433","WALKING"
"5434","WALKING"
"5435","WALKING"
"5436","WALKING"
"5437","WALKING"
"5438","WALKING"
"5439","WALKING"
"5440","WALKING"
"5441","WALKING"
"5442","WALKING"
"5443","WALKING_DOWNSTAIRS"
"5444","WALKING_DOWNSTAIRS"
"5445","WALKING_DOWNSTAIRS"
"5446","WALKING_DOWNSTAIRS"
"5447","WALKING_DOWNSTAIRS"
"5448","WALKING_DOWNSTAIRS"
"5449","WALKING_DOWNSTAIRS"
"5450","WALKING_DOWNSTAIRS"
"5451","WALKING_DOWNSTAIRS"
"5452","WALKING_DOWNSTAIRS"
"5453","WALKING_DOWNSTAIRS"
"5454","WALKING_DOWNSTAIRS"
"5455","WALKING_DOWNSTAIRS"
"5456","WALKING_DOWNSTAIRS"
"5457","WALKING_DOWNSTAIRS"
"5458","WALKING_DOWNSTAIRS"
"5459","WALKING_DOWNSTAIRS"
"5460","WALKING_DOWNSTAIRS"
"5461","WALKING_DOWNSTAIRS"
"5462","WALKING_DOWNSTAIRS"
"5463","WALKING_DOWNSTAIRS"
"5464","WALKING_UPSTAIRS"
"5465","WALKING_UPSTAIRS"
"5466","WALKING_UPSTAIRS"
"5467","WALKING_UPSTAIRS"
"5468","WALKING_UPSTAIRS"
"5469","WALKING_UPSTAIRS"
"5470","WALKING_UPSTAIRS"
"5471","WALKING_UPSTAIRS"
"5472","WALKING_UPSTAIRS"
"5473","WALKING_UPSTAIRS"
"5474","WALKING_UPSTAIRS"
"5475","WALKING_UPSTAIRS"
"5476","WALKING_UPSTAIRS"
"5477","WALKING_UPSTAIRS"
"5478","WALKING_UPSTAIRS"
"5479","WALKING_UPSTAIRS"
"5480","WALKING_UPSTAIRS"
"5481","WALKING_UPSTAIRS"
"5482","WALKING_UPSTAIRS"
"5483","WALKING_UPSTAIRS"
"5484","WALKING_UPSTAIRS"
"5485","WALKING_UPSTAIRS"
"5486","WALKING_UPSTAIRS"
"5487","WALKING_UPSTAIRS"
"5488","WALKING_UPSTAIRS"
"5489","WALKING_UPSTAIRS"
"5490","WALKING_UPSTAIRS"
"5491","STANDING"
"5492","STANDING"
"5493","STANDING"
"5494","STANDING"
"5495","STANDING"
"5496","STANDING"
"5497","STANDING"
"5498","STANDING"
"5499","STANDING"
"5500","STANDING"
"5501","STANDING"
"5502","STANDING"
"5503","STANDING"
"5504","STANDING"
"5505","STANDING"
"5506","STANDING"
"5507","STANDING"
"5508","STANDING"
"5509","STANDING"
"5510","STANDING"
"5511","STANDING"
"5512","STANDING"
"5513","STANDING"
"5514","STANDING"
"5515","STANDING"
"5516","STANDING"
"5517","STANDING"
"5518","SITTING"
"5519","SITTING"
"5520","SITTING"
"5521","SITTING"
"5522","SITTING"
"5523","SITTING"
"5524","SITTING"
"5525","SITTING"
"5526","SITTING"
"5527","SITTING"
"5528","SITTING"
"5529","SITTING"
"5530","SITTING"
"5531","SITTING"
"5532","SITTING"
"5533","SITTING"
"5534","SITTING"
"5535","SITTING"
"5536","SITTING"
"5537","SITTING"
"5538","SITTING"
"5539","SITTING"
"5540","SITTING"
"5541","SITTING"
"5542","SITTING"
"5543","SITTING"
"5544","SITTING"
"5545","LAYING"
"5546","LAYING"
"5547","LAYING"
"5548","LAYING"
"5549","LAYING"
"5550","LAYING"
"5551","LAYING"
"5552","LAYING"
"5553","LAYING"
"5554","LAYING"
"5555","LAYING"
"5556","LAYING"
"5557","LAYING"
"5558","LAYING"
"5559","LAYING"
"5560","LAYING"
"5561","LAYING"
"5562","LAYING"
"5563","LAYING"
"5564","LAYING"
"5565","LAYING"
"5566","LAYING"
"5567","LAYING"
"5568","LAYING"
"5569","LAYING"
"5570","LAYING"
"5571","LAYING"
"5572","LAYING"
"5573","LAYING"
"5574","LAYING"
"5575","LAYING"
"5576","LAYING"
"5577","LAYING"
"5578","LAYING"
"5579","WALKING"
"5580","WALKING"
"5581","WALKING"
"5582","WALKING"
"5583","WALKING"
"5584","WALKING"
"5585","WALKING"
"5586","WALKING"
"5587","WALKING"
"5588","WALKING"
"5589","WALKING"
"5590","WALKING"
"5591","WALKING"
"5592","WALKING"
"5593","WALKING"
"5594","WALKING"
"5595","WALKING"
"5596","WALKING"
"5597","WALKING"
"5598","WALKING"
"5599","WALKING"
"5600","WALKING"
"5601","WALKING"
"5602","WALKING"
"5603","WALKING"
"5604","WALKING"
"5605","WALKING"
"5606","WALKING"
"5607","WALKING_DOWNSTAIRS"
"5608","WALKING_DOWNSTAIRS"
"5609","WALKING_DOWNSTAIRS"
"5610","WALKING_DOWNSTAIRS"
"5611","WALKING_DOWNSTAIRS"
"5612","WALKING_DOWNSTAIRS"
"5613","WALKING_DOWNSTAIRS"
"5614","WALKING_DOWNSTAIRS"
"5615","WALKING_DOWNSTAIRS"
"5616","WALKING_DOWNSTAIRS"
"5617","WALKING_DOWNSTAIRS"
"5618","WALKING_DOWNSTAIRS"
"5619","WALKING_DOWNSTAIRS"
"5620","WALKING_DOWNSTAIRS"
"5621","WALKING_DOWNSTAIRS"
"5622","WALKING_DOWNSTAIRS"
"5623","WALKING_DOWNSTAIRS"
"5624","WALKING_DOWNSTAIRS"
"5625","WALKING_DOWNSTAIRS"
"5626","WALKING_DOWNSTAIRS"
"5627","WALKING_DOWNSTAIRS"
"5628","WALKING_UPSTAIRS"
"5629","WALKING_UPSTAIRS"
"5630","WALKING_UPSTAIRS"
"5631","WALKING_UPSTAIRS"
"5632","WALKING_UPSTAIRS"
"5633","WALKING_UPSTAIRS"
"5634","WALKING_UPSTAIRS"
"5635","WALKING_UPSTAIRS"
"5636","WALKING_UPSTAIRS"
"5637","WALKING_UPSTAIRS"
"5638","WALKING_UPSTAIRS"
"5639","WALKING_UPSTAIRS"
"5640","WALKING_UPSTAIRS"
"5641","WALKING_UPSTAIRS"
"5642","WALKING_UPSTAIRS"
"5643","WALKING_UPSTAIRS"
"5644","WALKING_UPSTAIRS"
"5645","WALKING_UPSTAIRS"
"5646","WALKING_UPSTAIRS"
"5647","WALKING_UPSTAIRS"
"5648","WALKING_UPSTAIRS"
"5649","WALKING_UPSTAIRS"
"5650","WALKING_UPSTAIRS"
"5651","WALKING_UPSTAIRS"
"5652","STANDING"
"5653","STANDING"
"5654","STANDING"
"5655","STANDING"
"5656","STANDING"
"5657","STANDING"
"5658","STANDING"
"5659","STANDING"
"5660","STANDING"
"5661","STANDING"
"5662","STANDING"
"5663","STANDING"
"5664","STANDING"
"5665","STANDING"
"5666","STANDING"
"5667","STANDING"
"5668","STANDING"
"5669","STANDING"
"5670","STANDING"
"5671","STANDING"
"5672","STANDING"
"5673","STANDING"
"5674","STANDING"
"5675","STANDING"
"5676","STANDING"
"5677","STANDING"
"5678","SITTING"
"5679","SITTING"
"5680","SITTING"
"5681","SITTING"
"5682","SITTING"
"5683","SITTING"
"5684","SITTING"
"5685","SITTING"
"5686","SITTING"
"5687","SITTING"
"5688","SITTING"
"5689","SITTING"
"5690","SITTING"
"5691","SITTING"
"5692","SITTING"
"5693","SITTING"
"5694","SITTING"
"5695","SITTING"
"5696","SITTING"
"5697","SITTING"
"5698","SITTING"
"5699","SITTING"
"5700","SITTING"
"5701","SITTING"
"5702","SITTING"
"5703","SITTING"
"5704","SITTING"
"5705","SITTING"
"5706","SITTING"
"5707","SITTING"
"5708","SITTING"
"5709","SITTING"
"5710","LAYING"
"5711","LAYING"
"5712","LAYING"
"5713","LAYING"
"5714","LAYING"
"5715","LAYING"
"5716","LAYING"
"5717","LAYING"
"5718","LAYING"
"5719","LAYING"
"5720","LAYING"
"5721","LAYING"
"5722","LAYING"
"5723","LAYING"
"5724","LAYING"
"5725","LAYING"
"5726","LAYING"
"5727","LAYING"
"5728","LAYING"
"5729","LAYING"
"5730","LAYING"
"5731","LAYING"
"5732","LAYING"
"5733","LAYING"
"5734","LAYING"
"5735","LAYING"
"5736","LAYING"
"5737","LAYING"
"5738","LAYING"
"5739","LAYING"
"5740","LAYING"
"5741","LAYING"
"5742","LAYING"
"5743","LAYING"
"5744","LAYING"
"5745","LAYING"
"5746","LAYING"
"5747","LAYING"
"5748","WALKING"
"5749","WALKING"
"5750","WALKING"
"5751","WALKING"
"5752","WALKING"
"5753","WALKING"
"5754","WALKING"
"5755","WALKING"
"5756","WALKING"
"5757","WALKING"
"5758","WALKING"
"5759","WALKING"
"5760","WALKING"
"5761","WALKING"
"5762","WALKING"
"5763","WALKING"
"5764","WALKING"
"5765","WALKING"
"5766","WALKING"
"5767","WALKING"
"5768","WALKING"
"5769","WALKING"
"5770","WALKING"
"5771","WALKING"
"5772","WALKING"
"5773","WALKING"
"5774","WALKING_DOWNSTAIRS"
"5775","WALKING_DOWNSTAIRS"
"5776","WALKING_DOWNSTAIRS"
"5777","WALKING_DOWNSTAIRS"
"5778","WALKING_DOWNSTAIRS"
"5779","WALKING_DOWNSTAIRS"
"5780","WALKING_DOWNSTAIRS"
"5781","WALKING_DOWNSTAIRS"
"5782","WALKING_DOWNSTAIRS"
"5783","WALKING_DOWNSTAIRS"
"5784","WALKING_DOWNSTAIRS"
"5785","WALKING_DOWNSTAIRS"
"5786","WALKING_DOWNSTAIRS"
"5787","WALKING_DOWNSTAIRS"
"5788","WALKING_DOWNSTAIRS"
"5789","WALKING_DOWNSTAIRS"
"5790","WALKING_DOWNSTAIRS"
"5791","WALKING_DOWNSTAIRS"
"5792","WALKING_DOWNSTAIRS"
"5793","WALKING_DOWNSTAIRS"
"5794","WALKING_DOWNSTAIRS"
"5795","WALKING_UPSTAIRS"
"5796","WALKING_UPSTAIRS"
"5797","WALKING_UPSTAIRS"
"5798","WALKING_UPSTAIRS"
"5799","WALKING_UPSTAIRS"
"5800","WALKING_UPSTAIRS"
"5801","WALKING_UPSTAIRS"
"5802","WALKING_UPSTAIRS"
"5803","WALKING_UPSTAIRS"
"5804","WALKING_UPSTAIRS"
"5805","WALKING_UPSTAIRS"
"5806","WALKING_UPSTAIRS"
"5807","WALKING_UPSTAIRS"
"5808","WALKING_UPSTAIRS"
"5809","WALKING_UPSTAIRS"
"5810","WALKING_UPSTAIRS"
"5811","WALKING_UPSTAIRS"
"5812","WALKING_UPSTAIRS"
"5813","WALKING_UPSTAIRS"
"5814","WALKING_UPSTAIRS"
"5815","WALKING_UPSTAIRS"
"5816","WALKING_UPSTAIRS"
"5817","WALKING_UPSTAIRS"
"5818","WALKING_UPSTAIRS"
"5819","STANDING"
"5820","STANDING"
"5821","STANDING"
"5822","STANDING"
"5823","STANDING"
"5824","STANDING"
"5825","STANDING"
"5826","STANDING"
"5827","STANDING"
"5828","STANDING"
"5829","STANDING"
"5830","STANDING"
"5831","STANDING"
"5832","STANDING"
"5833","STANDING"
"5834","STANDING"
"5835","STANDING"
"5836","STANDING"
"5837","STANDING"
"5838","STANDING"
"5839","STANDING"
"5840","STANDING"
"5841","STANDING"
"5842","STANDING"
"5843","STANDING"
"5844","STANDING"
"5845","STANDING"
"5846","STANDING"
"5847","STANDING"
"5848","STANDING"
"5849","STANDING"
"5850","STANDING"
"5851","STANDING"
"5852","STANDING"
"5853","STANDING"
"5854","STANDING"
"5855","SITTING"
"5856","SITTING"
"5857","SITTING"
"5858","SITTING"
"5859","SITTING"
"5860","SITTING"
"5861","SITTING"
"5862","SITTING"
"5863","SITTING"
"5864","SITTING"
"5865","SITTING"
"5866","SITTING"
"5867","SITTING"
"5868","SITTING"
"5869","SITTING"
"5870","SITTING"
"5871","SITTING"
"5872","SITTING"
"5873","SITTING"
"5874","SITTING"
"5875","SITTING"
"5876","SITTING"
"5877","SITTING"
"5878","SITTING"
"5879","SITTING"
"5880","SITTING"
"5881","SITTING"
"5882","SITTING"
"5883","SITTING"
"5884","SITTING"
"5885","SITTING"
"5886","LAYING"
"5887","LAYING"
"5888","LAYING"
"5889","LAYING"
"5890","LAYING"
"5891","LAYING"
"5892","LAYING"
"5893","LAYING"
"5894","LAYING"
"5895","LAYING"
"5896","LAYING"
"5897","LAYING"
"5898","LAYING"
"5899","LAYING"
"5900","LAYING"
"5901","LAYING"
"5902","LAYING"
"5903","LAYING"
"5904","LAYING"
"5905","LAYING"
"5906","LAYING"
"5907","LAYING"
"5908","LAYING"
"5909","LAYING"
"5910","LAYING"
"5911","LAYING"
"5912","LAYING"
"5913","LAYING"
"5914","LAYING"
"5915","LAYING"
"5916","LAYING"
"5917","LAYING"
"5918","LAYING"
"5919","LAYING"
"5920","LAYING"
"5921","WALKING"
"5922","WALKING"
"5923","WALKING"
"5924","WALKING"
"5925","WALKING"
"5926","WALKING"
"5927","WALKING"
"5928","WALKING"
"5929","WALKING"
"5930","WALKING"
"5931","WALKING"
"5932","WALKING"
"5933","WALKING"
"5934","WALKING"
"5935","WALKING"
"5936","WALKING"
"5937","WALKING"
"5938","WALKING"
"5939","WALKING"
"5940","WALKING"
"5941","WALKING"
"5942","WALKING"
"5943","WALKING"
"5944","WALKING"
"5945","WALKING"
"5946","WALKING"
"5947","WALKING_DOWNSTAIRS"
"5948","WALKING_DOWNSTAIRS"
"5949","WALKING_DOWNSTAIRS"
"5950","WALKING_DOWNSTAIRS"
"5951","WALKING_DOWNSTAIRS"
"5952","WALKING_DOWNSTAIRS"
"5953","WALKING_DOWNSTAIRS"
"5954","WALKING_DOWNSTAIRS"
"5955","WALKING_DOWNSTAIRS"
"5956","WALKING_DOWNSTAIRS"
"5957","WALKING_DOWNSTAIRS"
"5958","WALKING_DOWNSTAIRS"
"5959","WALKING_DOWNSTAIRS"
"5960","WALKING_DOWNSTAIRS"
"5961","WALKING_DOWNSTAIRS"
"5962","WALKING_DOWNSTAIRS"
"5963","WALKING_DOWNSTAIRS"
"5964","WALKING_DOWNSTAIRS"
"5965","WALKING_DOWNSTAIRS"
"5966","WALKING_DOWNSTAIRS"
"5967","WALKING_DOWNSTAIRS"
"5968","WALKING_DOWNSTAIRS"
"5969","WALKING_DOWNSTAIRS"
"5970","WALKING_DOWNSTAIRS"
"5971","WALKING_UPSTAIRS"
"5972","WALKING_UPSTAIRS"
"5973","WALKING_UPSTAIRS"
"5974","WALKING_UPSTAIRS"
"5975","WALKING_UPSTAIRS"
"5976","WALKING_UPSTAIRS"
"5977","WALKING_UPSTAIRS"
"5978","WALKING_UPSTAIRS"
"5979","WALKING_UPSTAIRS"
"5980","WALKING_UPSTAIRS"
"5981","WALKING_UPSTAIRS"
"5982","WALKING_UPSTAIRS"
"5983","WALKING_UPSTAIRS"
"5984","WALKING_UPSTAIRS"
"5985","WALKING_UPSTAIRS"
"5986","WALKING_UPSTAIRS"
"5987","WALKING_UPSTAIRS"
"5988","WALKING_UPSTAIRS"
"5989","WALKING_UPSTAIRS"
"5990","WALKING_UPSTAIRS"
"5991","WALKING_UPSTAIRS"
"5992","WALKING_UPSTAIRS"
"5993","WALKING_UPSTAIRS"
"5994","WALKING_UPSTAIRS"
"5995","WALKING_UPSTAIRS"
"5996","WALKING_UPSTAIRS"
"5997","WALKING_UPSTAIRS"
"5998","STANDING"
"5999","STANDING"
"6000","STANDING"
"6001","STANDING"
"6002","STANDING"
"6003","STANDING"
"6004","STANDING"
"6005","STANDING"
"6006","STANDING"
"6007","STANDING"
"6008","STANDING"
"6009","STANDING"
"6010","STANDING"
"6011","STANDING"
"6012","STANDING"
"6013","STANDING"
"6014","STANDING"
"6015","STANDING"
"6016","STANDING"
"6017","STANDING"
"6018","STANDING"
"6019","STANDING"
"6020","STANDING"
"6021","STANDING"
"6022","STANDING"
"6023","STANDING"
"6024","STANDING"
"6025","STANDING"
"6026","STANDING"
"6027","STANDING"
"6028","STANDING"
"6029","STANDING"
"6030","STANDING"
"6031","STANDING"
"6032","STANDING"
"6033","STANDING"
"6034","STANDING"
"6035","STANDING"
"6036","STANDING"
"6037","STANDING"
"6038","STANDING"
"6039","STANDING"
"6040","SITTING"
"6041","SITTING"
"6042","SITTING"
"6043","SITTING"
"6044","SITTING"
"6045","SITTING"
"6046","SITTING"
"6047","SITTING"
"6048","SITTING"
"6049","SITTING"
"6050","SITTING"
"6051","SITTING"
"6052","SITTING"
"6053","SITTING"
"6054","SITTING"
"6055","SITTING"
"6056","SITTING"
"6057","SITTING"
"6058","SITTING"
"6059","SITTING"
"6060","SITTING"
"6061","SITTING"
"6062","SITTING"
"6063","SITTING"
"6064","SITTING"
"6065","SITTING"
"6066","SITTING"
"6067","SITTING"
"6068","SITTING"
"6069","SITTING"
"6070","SITTING"
"6071","SITTING"
"6072","SITTING"
"6073","SITTING"
"6074","SITTING"
"6075","SITTING"
"6076","SITTING"
"6077","SITTING"
"6078","LAYING"
"6079","LAYING"
"6080","LAYING"
"6081","LAYING"
"6082","LAYING"
"6083","LAYING"
"6084","LAYING"
"6085","LAYING"
"6086","LAYING"
"6087","LAYING"
"6088","LAYING"
"6089","LAYING"
"6090","LAYING"
"6091","LAYING"
"6092","LAYING"
"6093","LAYING"
"6094","LAYING"
"6095","LAYING"
"6096","LAYING"
"6097","LAYING"
"6098","LAYING"
"6099","LAYING"
"6100","LAYING"
"6101","LAYING"
"6102","LAYING"
"6103","LAYING"
"6104","LAYING"
"6105","LAYING"
"6106","LAYING"
"6107","LAYING"
"6108","LAYING"
"6109","LAYING"
"6110","LAYING"
"6111","LAYING"
"6112","LAYING"
"6113","WALKING"
"6114","WALKING"
"6115","WALKING"
"6116","WALKING"
"6117","WALKING"
"6118","WALKING"
"6119","WALKING"
"6120","WALKING"
"6121","WALKING"
"6122","WALKING"
"6123","WALKING"
"6124","WALKING"
"6125","WALKING"
"6126","WALKING"
"6127","WALKING"
"6128","WALKING"
"6129","WALKING"
"6130","WALKING"
"6131","WALKING"
"6132","WALKING"
"6133","WALKING"
"6134","WALKING"
"6135","WALKING"
"6136","WALKING"
"6137","WALKING"
"6138","WALKING_DOWNSTAIRS"
